,01:01:23,26.2,473,576,5542,600,1063,15730,1662,6755,9283,2863,10417,5917,66,753,1055,1921,1835,3149,5308,2818,1985,2475,3601,5032,0,6,230,3035,422,514,1101,1362,765,2304,1863,4072,230,356,1298,710,1063,2410,7700,7181,10828,2368,3937,3561,52,63,19,1899,734,614,1223,966,1784,3174,2192,1538,0,0,49,10,0,67,79,82,109,232,288,796,0,3,209,167,344,390,946,800,1823,1640,3338,3305,8782,8233,16576,13512,28420,25707,54329,49399,76149,66105,85903,81883
,01:01:39,26.2,454,570,5599,599,1122,15797,1682,6729,9314,2908,10473,5764,102,793,1069,1928,1865,3146,5369,2795,1985,2503,3643,5066,0,43,220,3010,451,530,1073,1353,821,2326,1814,4104,215,290,1328,729,1066,2380,7616,7058,10588,2360,4033,3565,36,65,17,1907,743,617,1271,931,1784,3165,2165,1541,18,17,17,0,17,57,84,80,122,247,292,802,23,6,190,162,371,336,934,822,1834,1638,3449,3245,8786,8094,16968,13709,27913,25911,53447,49578,76529,67140,85974,81727
,01:01:55,26.2,474,569,5584,605,1087,15942,1701,6712,9288,2858,10322,5885,55,781,1015,1949,1765,3160,5459,2772,2086,2604,3708,5157,36,45,206,3031,499,519,1100,1347,811,2261,1842,4216,214,375,1317,722,1120,2355,7829,7175,10784,2420,4038,3622,39,81,43,1876,752,682,1202,1004,1769,3189,2159,1568,5,0,32,32,50,61,71,73,117,246,279,778,0,33,209,158,342,373,928,836,1798,1699,3444,3294,8705,8170,16741,13769,27820,26016,54263,49810,77702,66477,85455,83600
,01:02:11,26.2,465,563,5589,568,1090,15894,1679,6837,9612,3007,10464,5836,74,747,1066,1946,1848,3193,5443,2849,2043,2583,3719,5137,4,49,207,3073,495,535,1094,1370,790,2329,1797,4199,230,374,1299,750,1109,2448,8007,7167,10828,2449,4052,3622,16,77,26,1897,739,661,1220,934,1766,3167,2157,1588,53,11,0,0,35,47,75,78,144,191,269,732,2,19,192,154,341,355,950,847,1809,1612,3407,3175,8780,8279,16734,13544,28407,25703,53266,48943,76835,66399,84164,83368
,01:02:27,26.2,474,582,5575,608,1085,15994,1646,6794,9590,2918,10613,5929,101,775,1031,1954,1835,3186,5461,2826,2061,2535,3753,5080,14,50,197,3069,483,497,1118,1365,791,2321,1799,4178,259,373,1357,746,1096,2396,7960,7141,10689,2338,4107,3667,66,71,50,1901,719,606,1239,929,1804,3161,2256,1559,12,0,0,9,16,4,46,110,159,240,274,773,9,18,161,173,369,337,939,809,1774,1617,3323,3216,8717,8284,16626,13572,27590,25747,53233,49743,75157,66829,85956,83825
,01:02:43,26.2,451,638,5529,627,1182,15701,1664,6721,10096,2928,10623,5958,78,804,1067,1965,1823,3236,5481,2843,2094,2539,3722,5151,42,56,191,3100,489,516,1145,1331,797,2360,1875,4100,247,344,1354,691,1106,2466,7909,7259,10967,2446,4140,3666,40,60,4,1901,777,685,1246,930,1779,3195,2200,1570,32,0,0,31,20,59,71,88,103,229,327,784,28,33,169,183,388,373,946,840,1781,1666,3321,3198,8694,8103,16311,13572,27950,25940,55002,49352,76743,65435,85160,83403
,01:02:59,26.2,432,612,5616,579,1122,15888,1660,6848,10132,2951,10692,5839,83,794,1039,1949,1837,3270,5412,2892,2098,2538,3788,5192,18,41,274,3148,502,517,1122,1348,766,2300,1892,4090,250,326,1352,774,1097,2471,8089,7277,11088,2396,4076,3644,44,90,44,1950,757,668,1256,991,1785,3161,2216,1535,37,0,6,0,11,23,64,116,149,213,288,785,4,2,182,198,390,377,890,800,1811,1608,3366,3250,8650,8167,16679,13581,27573,26100,54101,49341,76265,67308,85296,83021
,01:03:15,26.2,437,638,5689,635,1119,16326,1671,6812,10162,2935,10662,5967,79,827,1075,2036,1832,3294,5500,2824,2138,2596,3710,5218,0,37,206,3081,496,546,1101,1389,786,2340,1855,4119,297,335,1359,718,1098,2479,7840,7354,10911,2503,4115,3690,13,41,51,1974,720,666,1257,986,1841,3211,2227,1569,18,0,19,0,13,63,73,45,126,229,332,776,0,0,132,167,351,324,930,797,1797,1596,3436,3248,8908,8138,16629,13440,28059,26010,54216,49309,75594,67489,84703,81560
,01:03:31,26.2,415,574,5394,621,1104,16053,1649,6872,10290,3010,10765,5970,70,816,1106,2022,1838,3300,5767,2814,2091,2534,3890,5186,29,67,183,3102,498,556,1155,1376,838,2298,1844,4204,244,336,1380,757,1101,2458,8150,7343,11021,2452,4086,3753,47,80,2,2012,769,671,1240,947,1854,3203,2255,1514,4,19,0,28,0,30,66,57,101,252,298,751,37,8,180,203,384,361,888,800,1785,1652,3390,3230,8773,8267,16684,13597,27973,26144,55143,49209,76805,66395,85062,82460
,01:03:47,26.2,417,601,5472,637,1158,16372,1637,6952,10045,3038,10865,6078,46,830,1098,1998,1848,3325,5598,2860,2151,2529,3763,5170,33,30,198,3176,506,526,1152,1464,813,2301,1882,4195,259,351,1343,765,1129,2474,8045,7355,11218,2504,4147,3737,27,90,12,2042,783,664,1310,981,1826,3256,2216,1595,3,14,6,0,22,31,48,103,116,234,300,786,0,0,184,204,393,380,880,819,1835,1604,3339,3171,8629,8165,16686,13252,27728,25998,54759,49299,76359,68189,86043,83524
,01:04:03,26.2,440,634,5709,619,1134,16325,1675,6802,10148,3022,10858,5977,90,862,1090,1981,1866,3348,5611,2880,2111,2630,3935,5333,1,3,245,3255,469,538,1137,1402,804,2369,1898,4266,248,337,1389,780,1158,2440,8208,7330,11194,2469,4146,3648,45,73,30,2052,742,669,1286,966,1822,3256,2167,1596,20,10,0,3,0,46,89,80,107,243,306,794,55,0,135,199,386,371,890,808,1762,1656,3381,3168,8831,7985,16685,13581,27629,25745,53709,49189,76041,66991,85113,82694
,01:04:19,26.2,451,609,5864,643,1162,16127,1708,6960,10245,3030,10840,5992,108,836,1115,2017,1792,3297,5649,2906,2174,2631,3896,5302,0,54,196,3167,487,552,1132,1404,821,2306,1884,4265,238,343,1376,732,1108,2511,8294,7462,11203,2486,4192,3746,43,64,0,2051,766,692,1316,951,1810,3280,2225,1610,0,8,23,11,0,1,64,85,151,228,287,771,0,23,188,204,353,376,921,840,1786,1639,3383,3163,8832,8173,16267,13432,28169,26128,54099,49480,76095,67430,84519,82874
,01:04:35,26.2,449,596,5851,627,1181,16536,1682,6965,10277,2990,10992,5825,61,814,1096,2059,1886,3313,5598,2929,2113,2601,3866,5395,0,74,211,3232,483,503,1138,1433,808,2342,1874,4213,230,376,1405,755,1120,2544,8187,7328,11153,2476,4231,3716,32,86,39,2051,824,662,1304,1007,1846,3319,2277,1625,18,0,0,9,34,51,78,57,99,246,291,785,0,0,193,155,354,360,893,796,1783,1577,3445,3202,8757,8173,16608,13266,27959,25783,53855,49718,75938,66283,85167,82735
,01:04:51,26.2,470,605,5839,626,1174,16171,1719,7030,10285,3074,10636,6097,65,836,1148,2034,1914,3320,5625,2973,2112,2679,3916,5284,32,22,179,3289,496,553,1174,1400,836,2434,1886,4252,266,392,1387,739,1104,2564,8184,7556,11432,2477,4181,3719,52,66,8,2007,761,695,1239,980,1798,3279,2284,1554,0,33,7,0,32,0,81,125,147,232,311,811,8,0,238,175,368,370,896,797,1764,1601,3379,3198,8599,8211,16448,13307,27804,26226,54383,48696,76142,66718,83630,82681
,01:05:07,26.2,480,597,5781,638,1139,16603,1719,6942,10309,3091,11082,6032,69,830,1110,2073,1851,3374,5697,2896,2121,2628,3946,5388,23,26,245,3307,466,572,1136,1407,804,2412,1933,4212,273,360,1404,761,1118,2531,8361,7517,11489,2457,4291,3790,24,102,24,2062,807,699,1320,1001,1853,3330,2257,1620,19,34,0,21,32,37,31,106,114,248,254,822,51,0,168,178,392,344,932,773,1783,1594,3430,3254,8748,8089,16483,13006,27460,25449,53832,50233,75945,67908,83670,82638
,01:05:23,26.2,473,626,5758,614,1154,16335,1702,7009,10365,3003,11027,6047,83,855,1091,2066,1908,3346,5685,3020,2119,2675,3887,5312,23,33,212,3282,481,545,1161,1397,796,2346,1938,4231,270,371,1433,786,1137,2602,8375,7598,11492,2505,4263,3806,37,83,10,1995,795,653,1330,984,1899,3286,2187,1603,6,29,4,0,23,0,77,70,113,241,285,788,0,9,176,156,372,376,901,821,1807,1644,3292,3189,8759,8127,16623,13267,27638,26469,53093,49616,76038,65488,84966,83015
,01:05:39,26.2,514,602,5940,605,1195,16419,1746,7167,10351,3048,11150,6054,83,860,1082,2113,1898,3375,5691,2933,2198,2671,3872,5281,2,71,227,3181,536,595,1159,1422,795,2439,1860,4313,304,396,1415,781,1181,2551,8407,7716,11561,2484,4195,3841,1,106,30,2008,803,688,1336,1035,1874,3356,2268,1582,14,0,3,29,2,58,69,83,127,196,286,755,0,22,171,164,372,358,857,804,1813,1684,3411,3196,8638,8008,16696,13089,27647,25591,53354,48714,78077,66921,85243,81252
,01:05:55,26.2,462,642,5942,660,1145,16416,1718,6909,10087,3022,11137,6148,101,871,1128,2131,1878,3386,5870,3003,2140,2679,3999,5344,0,51,207,3253,505,560,1172,1415,802,2396,1947,4291,235,377,1433,776,1113,2482,8411,7588,11461,2492,4196,3855,38,66,34,2071,788,709,1333,1035,1909,3452,2264,1618,19,0,20,17,19,15,75,86,122,256,267,753,21,0,147,154,341,368,917,825,1812,1626,3444,3224,8659,8054,16320,12907,27576,25868,54261,50478,76335,67163,85413,82360
,01:06:11,26.3,472,598,6008,634,1178,16508,1695,7108,9884,3042,11043,6119,93,865,1154,2118,1887,3363,5850,2945,2174,2674,3938,5447,0,45,215,3298,468,552,1201,1438,799,2385,1933,4343,259,345,1406,804,1154,2513,8398,7528,11575,2539,4219,3909,27,73,20,2077,814,698,1326,1026,1848,3353,2311,1591,0,0,30,15,15,65,62,100,132,231,257,769,3,23,145,179,401,333,928,812,1770,1640,3360,3244,8725,8108,16701,12723,27675,25919,53946,48955,76268,67614,86017,82262
,01:06:27,26.3,478,604,5979,622,1159,16842,1717,7127,10094,3088,11161,6117,89,869,1128,2136,1955,3448,5829,3032,2205,2680,3975,5379,4,84,200,3429,527,526,1193,1447,829,2398,1948,4324,284,374,1433,771,1173,2576,8334,7584,11588,2584,4373,3798,7,61,51,2043,785,700,1333,1029,1867,3462,2225,1600,0,0,7,0,25,30,55,62,128,227,299,755,22,12,222,146,405,367,915,808,1808,1660,3353,3201,8836,8114,15986,12954,28111,25904,53940,48548,75928,66915,84561,84622
,01:06:43,26.3,474,597,6191,656,1204,16416,1736,7136,10127,3050,10859,6159,94,909,1151,2044,1942,3504,5895,2980,2177,2704,4035,5419,44,34,242,3277,486,538,1228,1458,813,2402,1965,4315,273,375,1450,818,1122,2627,8491,7766,11549,2603,4359,3770,23,60,31,2093,809,688,1367,1002,1961,3350,2308,1635,19,56,6,15,43,28,10,141,145,250,303,776,12,6,180,163,339,342,919,819,1778,1599,3390,3231,8513,8142,16406,12947,28073,25497,53933,48512,74920,67140,84600,82722
,01:06:59,26.3,482,645,6156,676,1231,16420,1794,7263,9964,3118,11111,6172,67,842,1209,2174,1912,3479,5729,3016,2223,2714,4008,5420,17,80,237,3345,527,556,1158,1466,871,2447,1965,4247,297,352,1405,806,1172,2569,8408,7666,11796,2508,4391,3836,51,63,4,1981,796,678,1332,1025,1898,3424,2380,1611,5,6,0,16,4,65,85,107,119,257,278,798,0,0,178,194,344,381,895,822,1806,1584,3327,3215,8766,7959,16448,13383,27548,25932,53927,49450,76204,67895,84693,81934
,01:07:15,26.3,495,629,6117,650,1262,16442,1763,7284,10329,3074,11421,6106,97,888,1160,2100,1987,3489,5864,2984,2226,2708,3978,5482,24,57,201,3358,460,552,1177,1430,851,2459,2004,4335,267,380,1423,784,1184,2652,8592,7646,11839,2532,4470,3942,5,106,52,2003,808,642,1377,1026,1899,3400,2327,1609,15,0,35,43,21,40,51,74,98,209,271,779,0,7,174,180,365,378,885,842,1772,1595,3418,3154,8733,8019,16415,13144,27730,25537,54189,48763,76492,67557,85524,82989
,01:07:31,26.3,495,621,6023,623,1188,16660,1767,7276,10600,3136,11300,6198,81,882,1149,2077,1972,3493,5995,2989,2203,2696,4084,5435,36,27,238,3356,500,566,1167,1476,856,2419,1954,4410,297,332,1448,818,1228,2641,8544,7851,11737,2614,4345,3825,74,93,0,2045,829,679,1338,1020,1937,3485,2313,1644,7,0,1,4,0,31,55,116,104,247,265,737,0,0,182,147,356,365,906,806,1826,1638,3399,3222,8624,8235,16542,13362,27959,26390,54964,49008,75265,67731,83407,83014
,01:07:47,26.3,435,644,5971,638,1214,16556,1807,7304,10964,3055,10933,6155,90,874,1195,2119,1945,3509,5898,3022,2231,2742,4107,5440,15,68,211,3437,468,585,1186,1485,842,2440,1909,4419,247,392,1475,798,1238,2633,8506,7768,11826,2596,4401,3960,2,114,19,2096,814,676,1371,1040,1919,3454,2349,1642,23,6,0,3,36,51,40,95,134,208,310,824,0,23,143,154,355,367,905,830,1803,1607,3412,3203,8778,8068,16252,13213,28190,25975,53213,48658,75088,65932,83606,81129
,01:08:03,26.3,471,667,6067,660,1216,16749,1804,7266,10908,3108,10974,6187,51,922,1136,2141,1953,3450,6065,3045,2292,2761,3921,5604,68,31,209,3397,512,576,1181,1492,847,2484,1986,4430,302,381,1427,811,1194,2709,8626,7795,11704,2656,4341,3989,28,60,51,2084,832,706,1370,1033,1902,3390,2349,1641,9,10,0,30,0,32,101,72,121,268,299,813,0,0,202,159,342,355,909,805,1800,1587,3326,3173,8714,8020,16521,13386,27740,25617,54320,48958,74848,67099,85191,82812
,01:08:19,26.3,434,584,5972,638,1197,16847,1788,7337,11017,3101,10732,6210,98,917,1182,2185,1981,3497,6030,3068,2240,2798,4043,5485,27,84,219,3414,544,535,1256,1442,864,2481,1985,4458,262,387,1466,804,1186,2567,8757,7739,11950,2600,4485,3934,0,79,21,2132,749,719,1355,1009,1950,3503,2317,1614,23,17,0,26,0,16,79,91,114,216,271,801,19,3,197,171,376,338,885,793,1762,1607,3340,3305,8716,8043,16352,13477,27622,25262,53952,49508,75607,66566,84474,82139
,01:08:35,26.3,444,630,5952,669,1243,16896,1819,7413,11024,3084,10737,6215,68,907,1184,2135,1982,3508,6002,3158,2341,2752,4148,5685,26,68,191,3457,496,547,1274,1421,844,2493,1987,4463,280,387,1455,829,1197,2672,8759,7860,11948,2653,4374,3919,15,85,45,2087,814,677,1344,1045,1910,3494,2390,1595,28,2,23,0,12,12,42,102,120,287,286,818,26,8,169,162,401,306,864,823,1801,1615,3368,3234,8798,8043,16651,13397,27851,25686,52895,49022,75447,65727,83705,82805
,01:08:51,26.3,438,639,5881,618,1247,16836,1792,7356,11102,3230,10675,6187,60,911,1226,2212,2002,3449,6067,3076,2311,2805,4153,5602,0,67,249,3449,493,603,1208,1494,846,2488,2015,4461,294,367,1490,793,1250,2679,8765,7692,12099,2653,4409,3964,6,97,0,2124,801,745,1357,1030,1936,3506,2396,1642,0,0,22,0,5,24,33,98,123,213,301,811,24,0,206,164,386,361,904,795,1780,1634,3333,3164,8747,7895,16193,13239,27279,25463,55281,49146,75643,67353,85208,82380
,01:09:07,26.3,478,684,5911,657,1254,16781,1789,7366,10808,3162,10688,6224,100,900,1201,2167,1985,3593,6024,3099,2286,2746,4196,5587,4,68,252,3426,529,653,1203,1482,877,2458,2004,4400,319,351,1493,800,1211,2738,8562,8007,12052,2657,4512,3979,50,78,42,2152,838,720,1406,1075,1937,3525,2340,1625,17,0,28,15,26,34,69,110,120,225,276,787,0,13,170,202,340,323,924,787,1808,1644,3311,3248,8682,8035,16603,13412,27914,25608,53545,49501,75860,67214,86532,81838
,01:09:23,26.3,440,654,5770,632,1228,16972,1857,7338,11115,3170,10470,6195,126,933,1188,2198,2045,3642,5953,3095,2358,2811,4086,5671,27,36,266,3514,582,558,1213,1478,899,2535,2012,4398,255,348,1514,816,1206,2659,8726,7888,12170,2687,4472,3976,69,77,32,2111,861,705,1387,1091,1985,3575,2367,1659,10,48,0,17,19,62,49,86,160,229,277,769,0,8,191,133,393,362,892,748,1763,1555,3380,3219,8726,8047,16612,13197,27428,25840,53803,48389,76201,66750,82799,83238
,01:09:39,26.3,536,610,6074,657,1242,16999,1847,7470,11098,3155,10685,6433,108,919,1182,2248,1951,3510,6099,3151,2326,2792,4123,5619,1,53,285,3506,554,588,1204,1506,907,2526,1963,4404,301,406,1467,872,1186,2689,8677,7779,12130,2648,4451,4051,32,84,23,2158,831,736,1358,1095,1958,3674,2419,1716,0,0,1,12,44,37,55,58,137,226,268,815,46,6,162,173,383,322,942,787,1816,1582,3354,3247,8622,7997,16467,13346,27564,26271,53674,48932,75382,65973,83679,82857
,01:09:55,26.3,497,666,6268,692,1258,16892,1804,7421,10839,3232,11006,6298,81,973,1229,2196,2089,3586,6033,3176,2349,2792,4223,5653,32,45,209,3476,551,561,1209,1518,879,2532,2038,4461,256,405,1490,824,1231,2754,8637,8000,12041,2719,4465,4096,30,99,41,2151,800,744,1368,1103,2007,3559,2460,1660,42,43,0,22,6,44,63,85,120,219,290,732,5,0,198,144,382,350,890,779,1788,1589,3471,3191,8729,7939,16562,13467,27788,25435,52624,49435,76418,66662,85138,81818
,01:10:11,26.3,475,661,6286,670,1287,16876,1851,7486,11143,3162,10871,6371,80,944,1184,2208,2007,3660,6233,3155,2319,2841,4190,5794,8,74,225,3463,555,598,1234,1506,819,2564,2058,4537,244,423,1507,844,1215,2762,8793,8009,12234,2729,4539,3999,42,93,35,2147,859,740,1365,1099,1987,3595,2419,1708,17,0,21,0,15,46,56,104,119,217,299,757,0,8,155,186,321,348,883,733,1748,1580,3486,3239,8671,8118,16593,13189,27898,25593,53381,48101,75850,65817,83232,82723
,01:10:27,26.3,524,625,6179,687,1246,16830,1839,7510,11259,3213,11026,6315,91,938,1219,2206,2026,3663,6124,3174,2291,2859,4255,5754,23,20,221,3511,512,598,1254,1526,853,2549,2059,4506,322,375,1576,845,1288,2764,8711,8012,12600,2732,4550,4078,26,59,25,2214,861,773,1400,1125,1968,3562,2430,1651,33,0,3,32,39,19,91,121,112,243,276,772,26,0,171,210,385,375,901,801,1786,1605,3256,3224,8467,8030,16148,13237,27879,25453,53632,49034,75557,68401,83825,81694
,01:10:43,26.3,495,643,6229,658,1289,17315,1811,7491,11126,3268,11058,6277,108,944,1235,2225,2032,3562,6259,3236,2326,2858,4288,5769,32,30,236,3422,531,564,1203,1549,870,2537,2056,4432,304,362,1524,859,1246,2799,8881,7912,12122,2691,4611,4081,58,96,0,2090,793,743,1428,1039,2015,3573,2467,1645,9,28,29,19,0,64,35,95,95,199,290,782,22,11,177,202,399,373,920,781,1755,1580,3342,3132,8680,7930,16577,13284,27914,25258,54496,48071,75814,66578,85248,82769
,01:10:59,26.3,489,646,6214,673,1282,17052,1820,7528,11065,3251,11157,6318,112,917,1235,2265,2036,3670,6276,3189,2424,2866,4163,5667,9,45,209,3578,523,601,1228,1549,896,2614,2055,4496,299,398,1538,847,1241,2804,9063,8193,12116,2737,4606,4147,40,106,45,2165,847,731,1435,1088,2009,3547,2526,1638,5,4,22,0,12,32,42,112,101,222,279,818,0,28,180,170,345,336,879,827,1809,1633,3385,3226,8574,7934,16215,13378,27701,25704,53705,49416,75889,66582,85301,82433
,01:11:15,26.3,488,674,6394,655,1275,17284,1813,7550,10703,3251,11371,6288,100,891,1244,2236,2076,3679,6331,3241,2339,2875,4328,5961,2,53,264,3615,562,561,1287,1567,933,2586,1992,4589,289,388,1532,853,1276,2774,9158,8116,12326,2728,4605,4178,8,88,14,2109,890,753,1383,1066,1965,3627,2432,1669,2,16,33,7,0,23,89,117,153,229,290,810,0,7,181,184,397,354,890,814,1790,1622,3352,3179,8608,8137,16535,12854,27571,26343,53774,49043,76218,68448,84597,82377
,01:11:31,26.3,502,665,6306,680,1241,17204,1840,7695,10887,3266,11158,6400,88,983,1216,2289,2096,3721,6137,3169,2345,2929,4380,5879,7,69,250,3559,547,594,1293,1529,850,2550,2042,4565,283,431,1566,835,1281,2744,8972,8271,12250,2777,4685,4152,55,81,13,2192,872,725,1404,1057,1941,3539,2521,1659,7,36,7,9,38,10,37,107,98,248,272,815,34,18,152,168,374,333,900,807,1746,1583,3340,3112,8712,8114,16346,13220,27587,25160,53864,48198,75936,67627,85078,82797
,01:11:47,26.3,495,660,6256,659,1272,17226,1825,7579,10986,3229,11670,6358,93,959,1220,2223,2106,3726,6323,3317,2435,2889,4310,5847,6,40,235,3585,540,606,1262,1572,827,2557,2025,4466,322,420,1586,848,1289,2806,8960,8054,12399,2748,4647,4184,44,68,9,2162,831,734,1461,1081,2036,3588,2490,1713,34,0,2,18,23,32,80,93,94,233,284,810,0,28,178,148,366,376,893,793,1778,1580,3352,3146,8942,7951,16465,13043,27799,25074,54427,48431,76121,66097,84148,81234
,01:12:03,26.3,496,678,6552,697,1258,17430,1870,7615,11036,3246,11697,6289,88,962,1237,2256,2117,3717,6335,3293,2420,2834,4256,6071,0,75,231,3605,554,637,1297,1555,842,2543,2079,4673,318,388,1555,871,1265,2799,9242,8304,12205,2761,4683,4259,40,84,9,2212,859,742,1466,1139,1953,3698,2496,1627,5,41,21,18,15,43,81,70,114,250,284,825,0,17,174,132,370,326,879,814,1737,1570,3345,3193,8575,8044,16444,13056,27720,25510,53670,47806,75671,65684,84139,82075
,01:12:19,26.3,512,643,6397,691,1293,17293,1862,7769,11004,3285,11684,6470,95,990,1241,2290,2124,3740,6412,3314,2342,2881,4337,5937,35,46,243,3559,538,614,1308,1520,915,2640,1999,4670,282,431,1568,871,1271,2821,9162,8263,12566,2791,4661,4145,38,94,34,2195,878,733,1454,1115,1986,3496,2494,1699,46,0,4,31,22,12,101,79,106,231,263,780,23,0,163,169,340,367,886,797,1796,1589,3284,3218,8602,8039,16442,12870,27713,25931,53867,48455,77195,67820,83142,82708
,01:12:35,26.3,463,674,6335,713,1286,17227,1859,7651,11210,3320,11737,6436,90,1005,1311,2234,2103,3649,6245,3271,2393,2945,4324,5862,11,55,263,3648,567,599,1288,1548,894,2626,2122,4652,278,418,1565,886,1312,2887,9110,8307,12626,2769,4692,4227,12,90,63,2234,909,777,1447,1126,2074,3729,2512,1672,0,37,0,22,4,61,62,63,125,237,346,781,30,0,195,190,373,347,939,797,1775,1587,3293,3183,8607,8131,16380,12892,27164,25810,53578,48360,75716,66767,84740,81265
,01:12:51,26.4,495,667,6327,667,1342,17566,1871,7713,11558,3348,11603,6556,68,954,1302,2306,2069,3775,6452,3365,2386,2948,4243,5907,0,83,241,3691,528,629,1283,1607,910,2612,2125,4615,308,406,1553,873,1264,2826,9132,8418,12594,2826,4607,4095,45,102,7,2202,855,781,1469,1100,2028,3717,2512,1662,12,0,59,9,4,24,60,122,134,205,265,775,15,31,151,188,349,341,916,762,1778,1578,3369,3132,8579,8106,16282,13025,27874,25542,53294,48332,75631,68044,84646,82261
,01:13:07,26.4,469,664,6412,691,1294,17519,1899,7655,11806,3331,11680,6488,96,918,1314,2365,2134,3848,6429,3309,2455,2903,4292,5886,31,76,232,3649,523,630,1313,1578,850,2617,2102,4645,329,435,1607,893,1327,2873,9127,8404,12637,2836,4665,4195,41,102,0,2221,846,764,1439,1086,2051,3657,2490,1713,42,6,28,28,2,55,74,110,143,236,283,798,29,59,168,140,360,348,912,772,1730,1562,3420,3126,8634,8012,16590,12671,27079,25584,52536,48807,75469,64994,84982,82992
,01:13:23,26.4,450,687,6294,681,1296,17460,1917,7766,11668,3322,11963,6534,81,981,1312,2305,2069,3698,6362,3391,2364,2921,4314,5912,15,57,264,3651,571,578,1329,1601,913,2629,2116,4776,312,397,1590,877,1290,2909,9253,8483,12754,2778,4792,4286,19,90,61,2163,845,783,1439,1115,2021,3727,2530,1747,17,44,24,1,0,44,59,76,171,245,287,808,0,0,172,193,334,394,919,772,1768,1635,3350,3109,8676,8017,16330,12544,27458,25621,53030,48236,75003,67184,86098,82307
,01:13:39,26.4,458,695,6221,718,1313,17733,1888,7924,11850,3273,11879,6571,99,958,1340,2322,2137,3779,6342,3319,2433,3016,4343,5927,0,51,254,3625,583,644,1321,1553,890,2591,2122,4623,323,391,1565,895,1305,2934,9088,8307,12700,2823,4709,4278,0,64,19,2189,869,771,1482,1124,2023,3694,2479,1710,33,0,34,10,0,57,30,79,127,186,245,795,0,9,142,201,374,339,916,801,1845,1626,3290,3097,8653,8023,16250,12766,28159,25269,53477,48358,74826,68925,84963,82427
,01:13:55,26.4,489,667,6354,688,1310,17441,1941,7787,12000,3342,12042,6616,107,971,1331,2256,2111,3808,6496,3305,2447,2978,4429,5862,40,70,243,3698,540,632,1304,1591,926,2629,2081,4650,322,400,1612,890,1328,2888,9331,8430,12922,2998,4850,4311,12,99,24,2190,850,737,1458,1147,2053,3831,2519,1751,8,7,4,0,40,10,76,83,144,293,313,799,10,20,175,167,337,368,927,766,1805,1588,3343,3074,8774,8065,16074,12786,27786,25530,52554,48752,76210,67482,84514,82085
,01:14:11,26.4,463,713,6326,748,1347,17470,1870,7801,11984,3308,11821,6559,95,1001,1281,2338,2188,3756,6462,3407,2518,2948,4420,5915,34,40,259,3695,578,618,1302,1532,912,2591,2101,4724,303,447,1550,885,1288,2904,9452,8380,12728,2921,4868,4282,28,71,6,2248,880,765,1445,1122,2051,3769,2563,1718,12,0,2,0,18,33,82,71,125,184,293,795,0,20,160,194,339,364,883,804,1768,1571,3296,3058,8746,7954,16485,12705,28311,25147,52729,48144,76801,67014,83438,83615
,01:14:27,26.4,527,671,6204,688,1342,17773,1867,7863,11801,3382,11899,6670,111,1003,1382,2298,2220,3895,6403,3241,2518,3056,4392,5971,30,88,237,3752,535,600,1291,1583,918,2639,2089,4637,328,400,1583,888,1330,2942,9398,8467,12891,2837,4809,4266,37,91,50,2164,863,779,1446,1156,2047,3760,2595,1727,8,34,0,15,25,47,107,75,121,227,285,769,40,0,188,193,361,348,907,798,1776,1576,3257,3155,8626,8000,16365,13060,27051,25491,53775,48332,75863,67316,84066,82056
,01:14:43,26.4,481,678,6230,693,1381,17694,1951,7936,11982,3304,12067,6440,92,1030,1315,2304,2162,3817,6590,3326,2469,2990,4483,6042,23,51,251,3753,583,626,1344,1578,917,2697,2113,4739,327,449,1573,930,1337,2933,9617,8537,12922,2877,4747,4428,10,39,26,2272,888,797,1485,1125,2067,3813,2548,1741,0,0,27,8,0,62,63,78,102,205,329,791,0,0,221,158,376,329,918,839,1813,1599,3369,3089,8456,8055,16272,12924,27625,25859,52719,48866,76310,67027,85204,81796
,01:14:59,26.4,520,665,6401,681,1280,17791,1911,7975,11761,3319,12249,6669,132,1002,1386,2403,2131,3924,6553,3381,2488,3033,4360,6142,34,77,233,3748,579,591,1337,1606,917,2627,2105,4741,314,446,1644,941,1338,2969,9544,8640,12941,2881,4834,4400,29,89,40,2191,897,795,1477,1122,2115,3838,2611,1739,2,0,6,7,36,29,65,116,125,225,268,783,37,9,175,169,384,346,868,789,1733,1579,3417,3145,8683,7940,16470,12892,27822,24733,53124,48908,76174,66998,83417,83016
,01:15:15,26.4,493,719,6437,686,1315,17689,1926,7989,11996,3411,12392,6632,111,993,1313,2410,2196,3955,6628,3390,2490,2987,4564,6148,8,30,275,3760,580,642,1339,1560,908,2725,2151,4881,291,426,1649,931,1356,2945,9443,8630,12778,2868,4829,4279,31,111,19,2234,874,790,1494,1135,2046,3814,2567,1742,9,5,0,0,0,59,29,118,143,199,317,781,0,18,181,141,406,309,867,801,1723,1627,3333,3122,8668,8062,16125,12989,27548,25535,53186,48661,74806,66873,85593,82472
